time,speed,hasAeroForce,hasRollingForce,hasGravityForce,hasAcceleration,hasAccelerationForce,hasTotalForce,hasPower,P_EB,P_PB,P_conv,I_EB,I_PB,I_load,I_prime,SOC_EB,SOC_PB,SOC_HESS,power_balance_error,SOC_EB_raw,SOC_PB_raw,P_EB_from_current,P_PB_from_current,error_P_EB_current,error_P_PB_current,SOC_HESS_calculated,SOC_HESS_error
2293,3.861111111111111,7.53,110.2,0.0,-0.19,-266.0,-148.27,-526.69,-526.69,-0.0,-55.478,-1.1704,-0.0,-1.3082,-0.1378,0.872977,0.891359,0.876266,0.0,0.872977,0.891359,-526.6800000000001,-0.0,-0.009999999999990905,0.0,0.8762655672249103,4.3277508965378075e-07
2294,3.666666666666667,6.79,110.17,0.0,0.0,0.0,116.96,466.14,466.14,-0.0,49.1001,1.0359,-0.0,1.1578,0.122,0.872988,0.891359,0.876274,0.0,0.872988,0.891359,466.15500000000003,-0.0,-0.015000000000043201,0.0,0.8762745993084989,-5.993084989386332e-07
2295,3.666666666666667,6.79,110.17,0.0,0.61,854.0,970.96,3869.77,3869.77,0.0,407.6158,8.5995,0.0,9.6119,1.0125,0.872978,0.891359,0.876267,0.0,0.872978,0.891359,3869.7750000000005,0.0,-0.005000000000563887,0.0,0.8762663883234184,6.116765816077674e-07
2296,4.277777777777778,9.25,110.27,0.0,0.42,588.0,707.52,3289.79,3289.79,-0.0,346.5245,7.3106,-0.0,8.1714,0.8607,0.8729,0.891359,0.876202,0.0,0.8729,0.891359,3289.77,-0.0,0.01999999999998181,0.0,0.8762023426397901,-3.4263979009629963e-07
2297,4.694444444444444,11.14,110.36,0.0,-0.22,-308.0,-186.5,-805.47,-805.47,0.0,-84.8428,-1.7899,0.0,-2.0007,-0.2107,0.872833,0.891359,0.876147,0.0,0.872833,0.891359,-805.455,0.0,-0.014999999999986358,0.0,0.8761473290397502,-3.2903975022424703e-07
2298,4.472222222222222,10.11,110.31,0.0,-0.39,-546.0,-425.58,-1751.03,-1751.03,-0.0,-184.4418,-3.8912,-0.0,-4.3493,-0.4581,0.872849,0.891359,0.876161,0.0,0.872849,0.891359,-1751.04,-0.0,0.009999999999990905,0.0,0.8761604666158791,5.333841208710055e-07
2299,4.083333333333333,8.43,110.24,0.0,-0.42,-588.0,-469.33,-1763.12,-1763.12,-0.0,-185.7153,-3.918,-0.0,-4.3793,-0.4613,0.872885,0.891359,0.87619,0.0,0.872885,0.891359,-1763.1000000000001,-0.0,-0.019999999999754436,0.0,0.8761900261621692,-2.616216920880987e-08
2300,3.666666666666667,6.79,110.17,0.0,0.19,266.0,382.96,1526.29,1526.29,0.0,160.7692,3.3918,0.0,3.7911,0.3993,0.872921,0.891359,0.876219,0.0,0.872921,0.891359,1526.31,0.0,-0.01999999999998181,0.0,0.8762195857084593,-5.857084592886252e-07
2301,3.861111111111111,7.53,110.2,0.0,0.22,308.0,425.73,1786.73,1786.73,0.0,188.2022,3.9705,0.0,4.438,0.4675,0.87289,0.891359,0.876194,0.0,0.87289,0.891359,1786.725,0.0,0.005000000000109139,0.0,0.8761941316547094,-1.3165470935661006e-07
2302,4.083333333333333,8.43,110.24,0.0,1.0,1400.0,1518.67,6740.48,6740.48,-0.0,709.9972,14.9788,-0.0,16.7424,1.7635,0.872853,0.891359,0.876164,0.0,0.872853,0.891359,6740.46,-0.0,0.019999999999527063,0.0,0.8761637510099114,2.489900886581964e-07
2303,5.083333333333333,13.06,110.44,0.0,1.03,1442.0,1565.5,8649.96,8649.96,0.0,911.1291,19.2221,0.0,21.4852,2.2631,0.872717,0.891359,0.876052,0.0,0.872717,0.891359,8649.945,0.0,0.014999999999417923,0.0,0.8760520816128158,-8.161281572771628e-08
2304,6.111111111111111,18.87,110.69,0.0,2.25,3150.0,3279.56,21784.52,12600.0,9184.52,1327.2,28.0,22.813,54.1096,3.2966,0.872542,0.891359,0.875908,0.0,0.872542,0.891359,12600.0,9184.5138,0.0,0.006199999999807915,0.8759083893739059,-3.893739058957735e-07
2305,8.36111111111111,35.33,111.41,0.0,0.61,854.0,1000.74,9094.89,9094.89,0.0,957.9951,20.2109,0.0,22.5904,2.3795,0.872286,0.890505,0.875546,0.0,0.872286,0.890505,9094.904999999999,0.0,-0.014999999999417923,0.0,0.8755454062817236,5.937182764315097e-07
2306,8.972222222222221,40.68,111.64,0.0,0.0,0.0,152.32,1485.49,1485.49,0.0,156.4716,3.3011,0.0,3.6897,0.3887,0.872102,0.890505,0.875394,0.0,0.872102,0.890505,1485.495,0.0,-0.004999999999881766,0.0,0.8753943241562411,-3.24156241071627e-07
2307,8.972222222222221,40.68,111.64,0.0,1.61,2254.0,2406.32,23467.43,12600.0,10867.43,1327.2,28.0,26.9931,58.2897,3.2966,0.872072,0.890505,0.87537,0.0,0.872072,0.890505,12600.0,10867.42206,0.0,0.007939999999507563,0.8753696912009994,3.0879900059233023e-07
2308,10.58333333333333,56.6,112.33,0.0,0.0,0.0,168.93,1943.3,1943.3,0.0,204.6943,4.3184,0.0,4.8269,0.5084,0.871817,0.889495,0.874979,0.0,0.871817,0.889495,1943.2799999999997,0.0,0.020000000000209184,0.0,0.8749796205745818,-6.205745818332886e-07
2309,10.58333333333333,56.6,112.33,0.0,0.0,0.0,168.93,1943.3,1943.3,0.0,204.6943,4.3184,0.0,4.8269,0.5084,0.871777,0.889495,0.874947,0.0,0.871777,0.889495,1943.2799999999997,0.0,0.020000000000209184,0.0,0.8749467766342597,2.2336574034831358e-07
2310,10.58333333333333,56.6,112.33,0.0,0.0,0.0,168.93,1943.3,1943.3,0.0,204.6943,4.3184,0.0,4.8269,0.5084,0.871738,0.889495,0.874915,0.0,0.871738,0.889495,1943.2799999999997,0.0,0.020000000000209184,0.0,0.8749147537924457,2.4620755434412445e-07
2311,10.58333333333333,56.6,112.33,0.0,0.22,308.0,476.93,5486.42,5486.42,-0.0,577.9029,12.192,-0.0,13.6275,1.4354,0.871699,0.889495,0.874882,0.0,0.871699,0.889495,5486.4,-0.0,0.020000000000436557,0.0,0.8748827309506313,-7.309506312447311e-07
2312,10.80555555555556,59.0,112.44,0.0,0.19,266.0,437.44,5137.8,5137.8,-0.0,541.1816,11.4173,-0.0,12.7615,1.3442,0.871587,0.889495,0.874791,0.0,0.871587,0.889495,5137.785,-0.0,0.015000000000327418,0.0,0.874790767917729,2.3208227095672385e-07
2313,11.0,61.14,112.53,0.0,0.19,266.0,439.67,5256.92,5256.92,-0.0,553.7289,11.682,-0.0,13.0574,1.3754,0.871483,0.889495,0.874706,0.0,0.871483,0.889495,5256.900000000001,-0.0,0.019999999999527063,0.0,0.8747053736728911,6.263271088435829e-07
2314,11.19444444444444,63.32,112.63,0.0,0.0,0.0,175.95,2140.93,2140.93,0.0,225.5113,4.7576,0.0,5.3178,0.5601,0.871377,0.889495,0.874618,0.0,0.871377,0.889495,2140.92,0.0,0.009999999999763531,0.0,0.8746183372310371,-3.372310370952647e-07
2315,11.19444444444444,63.32,112.63,0.0,0.22,308.0,483.95,5888.64,5888.64,-0.0,620.2701,13.0859,-0.0,14.6265,1.5407,0.871333,0.889495,0.874582,0.0,0.871333,0.889495,5888.655000000001,-0.0,-0.015000000000327418,0.0,0.8745822088966828,-2.0889668284063134e-07
2316,11.41666666666667,65.86,112.74,0.0,0.61,854.0,1032.6,12813.97,12600.0,213.97,1327.2,28.0,0.5315,31.828,3.2966,0.871214,0.889495,0.874484,-6.536993168992922e-13,0.871214,0.889495,12600.0,213.9819,0.0,-0.011899999999997135,0.874484498174224,-4.981742239840159e-07
2317,12.02777777777778,73.1,113.05,0.0,0.39,546.0,732.15,9571.89,9571.89,-0.0,1008.2391,21.2709,-0.0,23.7752,2.5043,0.870959,0.889475,0.874271,0.0,0.870959,0.889475,9571.905,-0.0,-0.015000000001236913,0.0,0.8742715400248309,-5.400248308529143e-07
2318,12.41666666666667,77.91,113.26,0.0,0.22,308.0,499.17,6736.99,6736.99,0.0,709.6296,14.9711,0.0,16.7337,1.7626,0.870765,0.889475,0.874112,0.0,0.870765,0.889475,6736.995,0.0,-0.005000000000109139,0.0,0.8741122469142679,-2.469142679206726e-07
2319,12.63888888888889,80.72,113.38,0.0,-0.42,-588.0,-393.9,-4580.18,-4580.18,-0.0,-482.4456,-10.1782,-0.0,-11.3765,-1.1983,0.870628,0.889475,0.874,0.0,0.870628,0.889475,-4580.1900000000005,-0.0,0.010000000000218279,0.0,0.8739997564186641,2.4358133587920605e-07
2320,12.22222222222222,75.48,113.15,0.0,0.0,0.0,188.63,2505.96,2505.96,-0.0,263.9611,5.5688,-0.0,6.2244,0.6556,0.870721,0.889475,0.874076,0.0,0.870721,0.889475,2505.96,-0.0,0.0,0.0,0.8740761185799134,-1.1857991344399466e-07
2321,12.22222222222222,75.48,113.15,0.0,-0.19,-266.0,-77.37,-869.98,-869.98,-0.0,-91.6379,-1.9333,-0.0,-2.1609,-0.2276,0.87067,0.889475,0.874035,0.0,0.87067,0.889475,-869.985,-0.0,0.0049999999999954525,0.0,0.8740342425560026,7.574439974122882e-07
2322,12.02777777777778,73.1,113.05,0.0,-0.42,-588.0,-401.85,-4446.69,-4446.69,0.0,-468.3847,-9.8815,0.0,-11.0449,-1.1634,0.870688,0.889475,0.874049,0.0,0.870688,0.889475,-4446.675,0.0,-0.014999999999417923,0.0,0.8740490223291476,-2.2329147641997338e-08
2323,11.61111111111111,68.13,112.83,0.0,-0.81,-1134.0,-953.04,-10180.58,-6300.0,-3880.58,-663.6,-14.0,-9.6388,-25.2871,-1.6483,0.870778,0.889475,0.874123,0.0,0.870778,0.889475,-6300.0,-3880.58088,0.0,0.0008800000000519503,0.8741229211948728,7.880512720159771e-08
2324,10.80555555555556,59.0,112.44,0.0,-1.22,-1708.0,-1536.56,-15275.11,-6300.0,-8975.11,-663.6,-14.0,-22.2929,-37.9412,-1.6483,0.870906,0.889836,0.874292,0.0,0.870906,0.889836,-6300.0,-8975.12154,0.0,0.011539999999513384,0.8742926052424955,-6.052424955660385e-07
2325,9.583333333333334,46.41,111.89,0.0,-0.42,-588.0,-429.7,-3788.52,-3788.52,0.0,-399.0574,-8.4189,0.0,-9.4101,-0.9912,0.871033,0.89067,0.874546,0.0,0.871033,0.89067,-3788.505,0.0,-0.01499999999987267,0.0,0.8745460885972998,-8.859729971888441e-08
2326,9.166666666666666,42.46,111.72,0.0,0.19,266.0,420.18,4186.58,4186.58,-0.0,440.9864,9.3035,-0.0,10.3989,1.0953,0.87111,0.89067,0.874609,0.0,0.87111,0.89067,4186.575,-0.0,0.005000000000109139,0.0,0.8746093131824202,-3.131824202196043e-07
2327,9.361111111111112,44.28,111.8,0.0,0.83,1162.0,1318.08,13411.62,12600.0,811.62,1327.2,28.0,2.0159,33.3125,3.2966,0.871025,0.89067,0.87454,7.958078640513122e-13,0.871025,0.89067,12600.0,811.6013399999999,0.0,0.018660000000068067,0.8745395198092354,4.801907645957115e-07
2328,10.19444444444444,52.52,112.16,0.0,0.19,266.0,430.68,4772.33,4772.33,0.0,502.6854,10.6052,0.0,11.8538,1.2486,0.87077,0.890595,0.874317,0.0,0.87077,0.890595,4772.34,0.0,-0.010000000000218279,0.0,0.8743167220777853,2.779222146864768e-07
2329,10.38888888888889,54.54,112.24,0.0,0.81,1134.0,1300.78,14688.76,12600.0,2088.76,1327.2,28.0,5.1882,36.4847,3.2966,0.870673,0.890595,0.874237,0.0,0.870673,0.890595,12600.0,2088.7693200000003,0.0,-0.009320000000116124,0.8742370755225038,-7.552250380626901e-08
2330,11.19444444444444,63.32,112.63,0.0,0.22,308.0,483.95,5888.64,5888.64,-0.0,620.2701,13.0859,-0.0,14.6265,1.5407,0.870418,0.890401,0.873993,0.0,0.870418,0.890401,5888.655000000001,-0.0,-0.015000000000327418,0.0,0.8739929885135124,1.1486487649925436e-08
2331,11.41666666666667,65.86,112.74,0.0,0.0,0.0,178.6,2216.33,2216.33,-0.0,233.4534,4.9252,-0.0,5.505,0.5799,0.870299,0.890401,0.873895,0.0,0.870299,0.890401,2216.34,-0.0,-0.010000000000218279,0.0,0.8738952777910537,-2.777910537155037e-07
2332,11.41666666666667,65.86,112.74,0.0,-0.61,-854.0,-675.4,-7093.95,-6300.0,-793.95,-663.6,-14.0,-1.9721,-17.6203,-1.6483,0.870254,0.890401,0.873858,2.2737367544323206e-13,0.870254,0.890401,-6300.0,-793.9674600000001,0.0,0.01746000000002823,0.873858328358191,-3.283581909707678e-07
2333,10.80555555555556,59.0,112.44,0.0,-0.42,-588.0,-416.56,-4141.07,-4141.07,-0.0,-436.1927,-9.2024,-0.0,-10.2858,-1.0834,0.870381,0.890474,0.873976,0.0,0.870381,0.890474,-4141.08,-0.0,0.010000000000218279,0.0,0.8739756676776261,3.3232237384162033e-07
2334,10.38888888888889,54.54,112.24,0.0,-0.42,-588.0,-421.22,-4025.93,-4025.93,-0.0,-424.0646,-8.9465,-0.0,-9.9998,-1.0533,0.870465,0.890474,0.874045,0.0,0.870465,0.890474,-4025.925,-0.0,-0.004999999999654392,0.0,0.874044639952303,3.6004769699005124e-07
2335,9.97222222222222,50.25,112.06,0.0,-0.39,-546.0,-383.69,-3520.14,-3520.14,-0.0,-370.7881,-7.8225,-0.0,-8.7435,-0.921,0.870547,0.890474,0.874112,0.0,0.870547,0.890474,-3520.125,-0.0,-0.01499999999987267,0.0,0.8741119700299634,2.9970036563575775e-08
2336,9.583333333333334,46.41,111.89,0.0,-0.61,-854.0,-695.7,-6133.76,-6133.76,0.0,-646.0894,-13.6306,0.0,-15.2354,-1.6048,0.870618,0.890474,0.874171,0.0,0.870618,0.890474,-6133.7699999999995,0.0,0.009999999999308784,0.0,0.8741702680240354,7.31975964618492e-07
2337,8.972222222222221,40.68,111.64,0.0,-0.42,-588.0,-435.68,-3596.3,-3596.3,0.0,-378.8103,-7.9918,0.0,-8.9327,-0.9409,0.870743,0.890474,0.874273,0.0,0.870743,0.890474,-3596.31,0.0,0.009999999999763531,0.0,0.8742729053375424,9.466245753930735e-08
2338,8.555555555555555,36.99,111.48,0.0,-0.81,-1134.0,-985.53,-7757.22,-6300.0,-1457.22,-663.6,-14.0,-3.6195,-19.2678,-1.6483,0.870815,0.890474,0.874332,-2.2737367544323206e-13,0.870815,0.890474,-6300.0,-1457.2107,0.0,-0.009299999999939246,0.8743320244301225,-2.4430122480545435e-08
2339,7.749999999999999,30.35,111.19,0.0,-0.42,-588.0,-446.46,-3183.26,-3183.26,-0.0,-335.3034,-7.0739,-0.0,-7.9068,-0.8328,0.870943,0.89061,0.874461,0.0,0.870943,0.89061,-3183.255,-0.0,-0.005000000000109139,0.0,0.874461455642058,-4.5564205797266055e-07
2340,7.333333333333333,27.17,111.05,0.0,-0.61,-854.0,-715.78,-4829.13,-4829.13,0.0,-508.6684,-10.7314,0.0,-11.9949,-1.2635,0.871008,0.89061,0.874514,0.0,0.871008,0.89061,-4829.13,0.0,0.0,0.0,0.8745148270450817,-8.270450816416641e-07
2341,6.722222222222221,22.83,110.86,0.0,-0.19,-266.0,-132.31,-818.27,-818.27,0.0,-86.1911,-1.8184,0.0,-2.0325,-0.2141,0.871105,0.89061,0.874595,0.0,0.871105,0.89061,-818.28,0.0,0.009999999999990905,0.0,0.8745944736003632,5.263996367688151e-07
2342,6.527777777777778,21.53,110.81,0.0,-0.22,-308.0,-175.66,-1054.94,-1054.94,-0.0,-111.1203,-2.3443,-0.0,-2.6203,-0.276,0.871122,0.89061,0.874608,0.0,0.871122,0.89061,-1054.935,-0.0,-0.005000000000109139,0.0,0.8746084322750001,-4.322750000174125e-07
2343,6.305555555555555,20.09,110.75,0.0,-0.39,-546.0,-415.16,-2408.39,-2408.39,-0.0,-253.6837,-5.352,-0.0,-5.9821,-0.6301,0.871143,0.89061,0.874626,0.0,0.871143,0.89061,-2408.4,-0.0,0.010000000000218279,0.0,0.8746256753436694,3.2465633059697296e-07
2344,5.916666666666667,17.69,110.64,0.0,-0.61,-854.0,-725.67,-3950.07,-3950.07,0.0,-416.074,-8.7779,0.0,-9.8114,-1.0335,0.871192,0.89061,0.874666,0.0,0.871192,0.89061,-3950.0550000000003,0.0,-0.01499999999987267,0.0,0.8746659091705642,9.082943586147252e-08
2345,5.305555555555556,14.22,110.49,0.0,-0.61,-854.0,-729.29,-3559.75,-3559.75,0.0,-374.9603,-7.9106,0.0,-8.8419,-0.9313,0.871272,0.89061,0.874732,0.0,0.871272,0.89061,-3559.77,0.0,0.01999999999998181,0.0,0.8747315970512087,4.0294879122271254e-07
2346,4.694444444444444,11.14,110.36,0.0,-1.64,-2296.0,-2174.5,-9391.42,-6300.0,-3091.42,-663.6,-14.0,-7.6786,-23.3269,-1.6483,0.871344,0.89061,0.874791,0.0,0.871344,0.89061,-6300.0,-3091.4043600000005,0.0,-0.015639999999621068,0.8747907161437887,2.8385621131388206e-07
2347,3.055555555555555,4.72,110.08,0.0,-1.22,-1708.0,-1593.2,-4478.66,-4478.66,0.0,-471.7522,-9.9526,0.0,-11.1243,-1.1718,0.871472,0.890897,0.874947,0.0,0.871472,0.890897,-4478.67,0.0,0.010000000000218279,0.0,0.8749471614810077,-1.6148100767665596e-07
2348,1.833333333333333,1.7,109.95,0.0,-0.42,-588.0,-476.35,-803.45,-803.45,0.0,-84.6301,-1.7854,0.0,-1.9957,-0.2102,0.871563,0.890897,0.875022,0.0,0.871563,0.890897,-803.4300000000001,0.0,-0.01999999999998181,0.0,0.8750218814452408,1.1855475912092572e-07
2349,1.416666666666667,1.01,109.92,0.0,-0.19,-266.0,-155.07,-202.11,-202.11,0.0,-21.2889,-0.4491,0.0,-0.502,-0.0529,0.871579,0.890897,0.875035,0.0,0.871579,0.890897,-202.095,0.0,-0.01500000000001478,0.0,0.8750350190213698,-1.9021369812577404e-08
2350,1.222222222222222,0.75,109.9,0.0,-0.61,-854.0,-743.35,-835.86,-835.86,0.0,-88.0439,-1.8575,0.0,-2.0762,-0.2187,0.871583,0.890897,0.875038,0.0,0.871583,0.890897,-835.875,0.0,0.014999999999986358,0.0,0.875038303415402,-3.0341540202538653e-07
2351,0.6111111111111112,0.19,109.88,0.0,-0.61,-854.0,-743.93,-418.25,-418.25,-0.0,-44.0557,-0.9294,-0.0,-1.0389,-0.1094,0.8716,0.890897,0.875052,0.0,0.8716,0.890897,-418.23,-0.0,-0.01999999999998181,0.0,0.875052262090039,-2.620900388938807e-07
2352,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871608,0.890897,0.875059,0.0,0.871608,0.890897,0.0,0.0,0.0,0.0,0.8750588308781034,1.691218965982344e-07
2353,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871608,0.890897,0.875059,0.0,0.871608,0.890897,0.0,0.0,0.0,0.0,0.8750588308781034,1.691218965982344e-07
2354,0.0,0.0,109.87,0.0,0.61,854.0,963.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871608,0.890897,0.875059,0.0,0.871608,0.890897,0.0,0.0,0.0,0.0,0.8750588308781034,1.691218965982344e-07
2355,0.6111111111111112,0.19,109.88,0.0,0.81,1134.0,1244.07,826.37,826.37,-0.0,87.0443,1.8364,-0.0,2.0526,0.2162,0.871608,0.890897,0.875059,0.0,0.871608,0.890897,826.38,-0.0,-0.009999999999990905,0.0,0.8750588308781034,1.691218965982344e-07
2356,1.416666666666667,1.01,109.92,0.0,2.44,3416.0,3526.93,5430.96,5430.96,0.0,572.0611,12.0688,0.0,13.4897,1.4209,0.871592,0.890897,0.875046,0.0,0.871592,0.890897,5430.96,0.0,0.0,0.0,0.8750456933019745,3.0669802553173753e-07
2357,3.861111111111111,7.53,110.2,0.0,2.44,3416.0,3533.73,14830.57,12600.0,2230.57,1327.2,28.0,5.5404,36.837,3.2966,0.871482,0.890897,0.874955,-4.547473508864641e-13,0.871482,0.890897,12600.0,2230.56504,0.0,0.00496000000021013,0.8749553724660883,-3.7246608830532324e-07
2358,6.305555555555555,20.09,110.75,0.0,1.22,1708.0,1838.84,12603.16,12600.0,3.16,1327.2,28.0,0.0078,31.3044,3.2966,0.871226,0.89069,0.874708,-1.4566126083082054e-13,0.871226,0.89069,12600.0,3.14028,0.0,0.01971999999999996,0.8747081386391935,-1.386391934588005e-07
2359,7.527777777777778,28.63,111.12,0.0,0.0,0.0,139.75,1143.49,1143.49,-0.0,120.4476,2.5411,-0.0,2.8403,0.2992,0.870971,0.89069,0.874499,0.0,0.870971,0.89069,1143.4950000000001,-0.0,-0.005000000000109139,0.0,0.8744987585196392,2.4148036081861335e-07
2360,7.527777777777778,28.63,111.12,0.0,-1.22,-1708.0,-1568.25,-10861.0,-6300.0,-4561.0,-663.6,-14.0,-11.3289,-26.9771,-1.6483,0.870948,0.89069,0.87448,0.0,0.870948,0.89069,-6300.0,-4561.01514,0.0,0.0151400000004287,0.8744798732539539,1.267460461029657e-07
2361,6.305555555555555,20.09,110.75,0.0,-1.22,-1708.0,-1577.16,-9149.28,-6300.0,-2849.28,-663.6,-14.0,-7.0772,-22.7255,-1.6483,0.871076,0.891114,0.87466,-4.547473508864641e-13,0.871076,0.891114,-6300.0,-2849.28072,0.0,0.0007200000000011642,0.8746608280955692,-8.280955692274716e-07
2362,5.083333333333333,13.06,110.44,0.0,-1.83,-2562.0,-2438.5,-11404.05,-6300.0,-5104.05,-663.6,-14.0,-12.6777,-28.326,-1.6483,0.871203,0.891379,0.874813,9.094947017729282e-13,0.871203,0.891379,-6300.0,-5104.04202,0.0,-0.007980000000316068,0.8748125165014575,4.834985424251315e-07
2363,3.25,5.34,110.1,0.0,-0.81,-1134.0,-1018.56,-3045.49,-3045.49,-0.0,-320.7916,-6.7678,-0.0,-7.5646,-0.7968,0.871331,0.891853,0.875002,0.0,0.871331,0.891853,-3045.51,-0.0,0.020000000000436557,0.0,0.87500241641767,-4.1641767001276975e-07
2364,2.444444444444445,3.02,110.0,0.0,-0.61,-854.0,-740.98,-1666.38,-1666.38,0.0,-175.5254,-3.7031,0.0,-4.139,-0.436,0.871393,0.891853,0.875053,0.0,0.871393,0.891853,-1666.395,0.0,0.01499999999987267,0.0,0.8750533245251695,-3.2452516951497756e-07
2365,1.833333333333333,1.7,109.95,0.0,-0.81,-1134.0,-1022.35,-1724.37,-1724.37,0.0,-181.6336,-3.8319,0.0,-4.2831,-0.4512,0.871426,0.891853,0.875081,0.0,0.871426,0.891853,-1724.355,0.0,-0.01499999999987267,0.0,0.8750804207759353,5.792240647117808e-07
2366,1.027777777777778,0.53,109.9,0.0,-0.22,-308.0,-197.57,-186.82,-186.82,0.0,-19.6784,-0.4152,0.0,-0.464,-0.0489,0.871461,0.891853,0.875109,0.0,0.871461,0.891853,-186.84,0.0,0.020000000000010232,0.0,0.8751091592237175,-1.5922371743304353e-07
2367,0.8055555555555555,0.33,109.89,0.0,0.42,588.0,698.22,611.36,611.36,-0.0,64.3966,1.3586,-0.0,1.5185,0.16,0.871465,0.891853,0.875113,0.0,0.871465,0.891853,611.37,-0.0,-0.009999999999990905,0.0,0.8751124436177495,5.563822504939253e-07
2368,1.222222222222222,0.75,109.9,0.0,1.83,2562.0,2672.65,3550.62,3550.62,-0.0,373.9986,7.8903,-0.0,8.8192,0.929,0.871453,0.891853,0.875102,0.0,0.871453,0.891853,3550.6349999999998,-0.0,-0.01499999999987267,0.0,0.8751025904356529,-5.904356528141363e-07
2369,3.055555555555555,4.72,110.08,0.0,0.19,266.0,380.8,1264.74,1264.74,0.0,133.2193,2.8105,0.0,3.1414,0.3309,0.871381,0.891853,0.875043,0.0,0.871381,0.891853,1264.7250000000001,0.0,0.01499999999987267,0.0,0.8750434713430729,-4.7134307290530586e-07
2370,3.25,5.34,110.1,0.0,0.0,0.0,115.44,407.8,407.8,-0.0,42.9549,0.9062,-0.0,1.0129,0.1067,0.871355,0.891853,0.875022,0.0,0.871355,0.891853,407.79,-0.0,0.009999999999990905,0.0,0.8750221227818633,-1.2278186334313546e-07
2371,3.25,5.34,110.1,0.0,-0.19,-266.0,-150.56,-450.17,-450.17,-0.0,-47.4179,-1.0004,-0.0,-1.1182,-0.1178,0.871347,0.891853,0.875015,0.0,0.871347,0.891853,-450.18,-0.0,0.009999999999990905,0.0,0.8750155539937988,-5.539937988352506e-07
2372,3.055555555555555,4.72,110.08,0.0,-0.61,-854.0,-739.2,-2077.98,-2077.98,0.0,-218.8806,-4.6177,0.0,-5.1614,-0.5437,0.871356,0.891853,0.875023,0.0,0.871356,0.891853,-2077.965,0.0,-0.01499999999987267,0.0,0.8750229438803715,5.611962849982888e-08
2373,2.444444444444445,3.02,110.0,0.0,-0.61,-854.0,-740.98,-1666.38,-1666.38,0.0,-175.5254,-3.7031,0.0,-4.139,-0.436,0.871398,0.891853,0.875058,0.0,0.871398,0.891853,-1666.395,0.0,0.01499999999987267,0.0,0.8750574300177099,5.699822901439333e-07
2374,1.833333333333333,1.7,109.95,0.0,0.19,266.0,377.65,752.57,752.57,0.0,79.2707,1.6724,0.0,1.8693,0.1969,0.871432,0.891853,0.875085,0.0,0.871432,0.891853,752.58,0.0,-0.009999999999990905,0.0,0.8750853473669837,-3.4736698373283303e-07
2375,2.027777777777778,2.08,109.96,0.0,-0.39,-546.0,-433.96,-809.57,-809.57,0.0,-85.2747,-1.799,0.0,-2.0109,-0.2118,0.871417,0.891853,0.875073,0.0,0.871417,0.891853,-809.55,0.0,-0.020000000000095497,0.0,0.875073030889363,-3.0889362956365574e-08
2376,1.638888888888889,1.36,109.93,0.0,-0.42,-588.0,-476.71,-718.77,-718.77,0.0,-75.7104,-1.5973,0.0,-1.7853,-0.1881,0.871433,0.891853,0.875086,0.0,0.871433,0.891853,-718.785,0.0,0.014999999999986358,0.0,0.8750861684654918,-1.684654917788464e-07
2377,1.222222222222222,0.75,109.9,0.0,-0.61,-854.0,-743.35,-835.86,-835.86,0.0,-88.0439,-1.8575,0.0,-2.0762,-0.2187,0.871448,0.891853,0.875098,0.0,0.871448,0.891853,-835.875,0.0,0.014999999999986358,0.0,0.8750984849431126,-4.849431125553139e-07
2378,0.6111111111111112,0.19,109.88,0.0,-0.42,-588.0,-477.93,-268.7,-268.7,-0.0,-28.3031,-0.5971,-0.0,-0.6674,-0.0703,0.871464,0.891853,0.875112,0.0,0.871464,0.891853,-268.695,-0.0,-0.0049999999999954525,0.0,0.8751116225192415,3.774807585399387e-07
2379,0.1944444444444444,0.02,109.87,0.0,-0.19,-266.0,-156.11,-27.92,-27.92,0.0,-2.9409,-0.062,0.0,-0.0693,-0.0073,0.87147,0.891853,0.875117,0.0,0.87147,0.891853,-27.9,0.0,-0.020000000000003126,0.0,0.8751165491102898,4.508897102351028e-07
2380,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87147,0.891853,0.875117,0.0,0.87147,0.891853,0.0,0.0,0.0,0.0,0.8751165491102898,4.508897102351028e-07
2381,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87147,0.891853,0.875117,0.0,0.87147,0.891853,0.0,0.0,0.0,0.0,0.8751165491102898,4.508897102351028e-07
2382,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87147,0.891853,0.875117,0.0,0.87147,0.891853,0.0,0.0,0.0,0.0,0.8751165491102898,4.508897102351028e-07
2383,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87147,0.891853,0.875117,0.0,0.87147,0.891853,0.0,0.0,0.0,0.0,0.8751165491102898,4.508897102351028e-07
