time,speed,hasAeroForce,hasRollingForce,hasGravityForce,hasAcceleration,hasAccelerationForce,hasTotalForce,hasPower,P_EB,P_PB,P_conv,I_EB,I_PB,I_load,I_prime,SOC_EB,SOC_PB,SOC_HESS,power_balance_error,SOC_EB_raw,SOC_PB_raw,P_EB_from_current,P_PB_from_current,error_P_EB_current,error_P_PB_current,SOC_HESS_calculated,SOC_HESS_error,alpha_ems_eb_priority,alpha_ems_eb_priority_valid
430,8.5,36.51,111.46,0.0,-3.03,-4242.0,-4094.03,-32015.32,-6300.0,-25715.32,-663.6,-14.0,-63.8731,-79.5214,-1.6483,0.986673,1.0,0.989058,0.0,0.986673,1.0,-6300.0,-25715.310060000003,0.0,-0.009939999996277,0.9890572201831346,7.798168654149507e-07,0.8032192088037852,1
431,5.472222222222222,15.13,110.53,0.0,-1.64,-2296.0,-2170.34,-10926.45,-6300.0,-4626.45,-663.6,-14.0,-11.4914,-27.1397,-1.6483,0.986801,1.0,0.989162,-9.094947017729282e-13,0.986801,1.0,-6300.0,-4626.43764,0.0,-0.0123599999997168,0.9891623207921658,-3.2079216583102976e-07,0.4234174869239323,1
432,3.833333333333333,7.43,110.19,0.0,-0.42,-588.0,-470.38,-1658.87,-1658.87,0.0,-174.7343,-3.6864,0.0,-4.1204,-0.434,0.986929,1.0,0.989267,0.0,0.986929,1.0,-1658.88,0.0,0.0099999999999909,0.0,0.9892674214011972,-4.214011970482545e-07,-0.0,1
433,3.416666666666667,5.9,110.13,0.0,-0.42,-588.0,-471.97,-1483.56,-1483.56,-0.0,-156.2683,-3.2968,-0.0,-3.6849,-0.3881,0.986962,1.0,0.989295,0.0,0.986962,1.0,-1483.5600000000002,-0.0,2.273736754432321e-13,0.0,0.9892945176519627,4.823480371785038e-07,0.0,1
434,3.0,4.55,110.07,0.0,-1.78,-2492.0,-2377.38,-6561.57,-6300.0,-261.57,-663.6,-14.0,-0.6497,-16.298,-1.6483,0.986992,1.0,0.989319,2.842170943040401e-13,0.986992,1.0,-6300.0,-261.56922000000003,0.0,-0.0007799999999633,0.9893191506072044,-1.506072045964757e-07,0.039863935003360475,1
435,1.222222222222222,0.75,109.9,0.0,-1.08,-1512.0,-1401.35,-1575.74,-1575.74,0.0,-165.9779,-3.5016,0.0,-3.9139,-0.4123,0.98712,1.0,0.989424,0.0,0.98712,1.0,-1575.72,0.0,-0.0199999999999818,0.0,0.9894242512162358,-2.5121623581370045e-07,-0.0,1
436,0.1388888888888889,0.01,109.87,0.0,-0.14,-196.0,-86.12,-11.0,-11.0,0.0,-1.1587,-0.0244,0.0,-0.0273,-0.0029,0.987152,1.0,0.989451,0.0,0.987152,1.0,-10.98,0.0,-0.0199999999999995,0.0,0.9894505263684936,4.736315064590713e-07,,0
437,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987152,1.0,0.989451,0.0,0.987152,1.0,0.0,0.0,0.0,0.0,0.9894505263684936,4.736315064590713e-07,,0
438,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987152,1.0,0.989451,0.0,0.987152,1.0,0.0,0.0,0.0,0.0,0.9894505263684936,4.736315064590713e-07,,0
439,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987152,1.0,0.989451,0.0,0.987152,1.0,0.0,0.0,0.0,0.0,0.9894505263684936,4.736315064590713e-07,,0
440,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987152,1.0,0.989451,0.0,0.987152,1.0,0.0,0.0,0.0,0.0,0.9894505263684936,4.736315064590713e-07,,0
441,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987152,1.0,0.989451,0.0,0.987152,1.0,0.0,0.0,0.0,0.0,0.9894505263684936,4.736315064590713e-07,,0
442,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987152,1.0,0.989451,0.0,0.987152,1.0,0.0,0.0,0.0,0.0,0.9894505263684936,4.736315064590713e-07,,0
443,0.0,0.0,109.87,0.0,0.19,266.0,375.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987152,1.0,0.989451,0.0,0.987152,1.0,0.0,0.0,0.0,0.0,0.9894505263684936,4.736315064590713e-07,,0
444,0.1944444444444444,0.02,109.87,0.0,0.81,1134.0,1243.89,262.9,262.9,0.0,27.6921,0.5842,0.0,0.653,0.0688,0.987152,1.0,0.989451,0.0,0.987152,1.0,262.89000000000004,0.0,0.009999999999934,0.0,0.9894505263684936,4.736315064590713e-07,0.0,1
445,1.0,0.51,109.89,0.0,0.61,854.0,964.4,1048.26,1048.26,-0.0,110.4167,2.3295,-0.0,2.6037,0.2743,0.987147,1.0,0.989446,0.0,0.987147,1.0,1048.275,-0.0,-0.0149999999998726,0.0,0.9894464208759532,-4.208759531998396e-07,-0.0,1
446,1.611111111111111,1.31,109.93,0.0,0.81,1134.0,1245.24,2180.67,2180.67,-0.0,229.6972,4.8459,-0.0,5.4165,0.5705,0.987126,1.0,0.989429,0.0,0.987126,1.0,2180.655,-0.0,0.0149999999998726,0.0,0.989429177807284,-1.778072841185363e-07,-0.0,1
447,2.416666666666667,2.95,110.0,0.0,2.0,2800.0,2912.95,7651.77,7651.77,-0.0,805.9864,17.0039,-0.0,19.0059,2.002,0.987081,1.0,0.989393,0.0,0.987081,1.0,7651.755000000001,-0.0,0.0149999999994179,0.0,0.9893922283744216,7.716255784329107e-07,-0.0,1
448,4.416666666666667,9.86,110.3,0.0,1.42,1988.0,2108.16,10120.7,10120.7,0.0,1066.0471,22.4904,0.0,25.1384,2.6479,0.986926,1.0,0.989265,0.0,0.986926,1.0,10120.68,0.0,0.0200000000004365,0.0,0.9892649581056728,4.189432711854124e-08,0.0,1
449,5.833333333333333,17.19,110.62,0.0,1.58,2212.0,2339.81,14835.75,12600.0,2235.75,1327.2,28.0,5.5533,36.8499,3.2966,0.986721,1.0,0.989097,0.0,0.986721,1.0,12600.0,2235.75858,0.0,-0.0085800000001654,0.9890966329115212,3.670884788364859e-07,0.15070016682675294,1
450,7.416666666666666,27.8,111.08,0.0,1.61,2254.0,2392.88,19290.42,12600.0,6690.42,1327.2,28.0,16.618,47.9146,3.2966,0.986466,0.999792,0.98885,-1.8189894035458565e-12,0.986466,0.999792,12600.0,6690.4068,0.0,0.0132000000003245,0.9888500412816428,-4.128164265981837e-08,0.3468260411126352,1
451,9.027777777777777,41.18,111.66,0.0,0.61,854.0,1006.84,9879.92,9879.92,0.0,1040.6849,21.9554,0.0,24.5403,2.5849,0.986211,0.99917,0.988529,0.0,0.986211,0.99917,9879.93,0.0,-0.0100000000002182,0.0,0.9885293844340992,-3.844340993319762e-07,0.0,1
452,9.63888888888889,46.95,111.91,0.0,0.61,854.0,1012.86,10611.79,10611.79,0.0,1117.7752,23.5818,0.0,26.3581,2.7764,0.986011,0.99917,0.988365,0.0,0.986011,0.99917,10611.81,0.0,-0.0200000000004365,0.0,0.988365164732488,-1.647324879838763e-07,0.0,1
453,10.25,53.09,112.18,0.0,0.58,812.0,977.27,10888.07,10888.07,0.0,1146.8767,24.1957,0.0,27.0444,2.8487,0.985796,0.99917,0.988188,0.0,0.985796,0.99917,10888.065,0.0,0.0050000000010186,0.0,0.9881886285532562,-6.285532562211316e-07,0.0,1
454,10.83333333333333,59.3,112.45,0.0,0.61,854.0,1025.75,12078.58,12078.58,-0.0,1272.2771,26.8413,-0.0,30.0014,3.1602,0.985575,0.99917,0.988007,0.0,0.985575,0.99917,12078.585,-0.0,-0.0050000000010186,0.0,0.9880071657829756,-1.657829756807061e-07,-0.0,1
455,11.44444444444444,66.18,112.75,0.0,0.61,854.0,1032.93,12849.25,12600.0,249.25,1327.2,28.0,0.6191,31.9157,3.2966,0.98533,0.99917,0.987806,0.0,0.98533,0.99917,12600.0,249.24966,0.0,0.0003399999999942,0.987805996648502,3.3514980790627646e-09,0.019398019339650175,1
456,12.05555555555556,73.44,113.07,0.0,0.58,812.0,998.51,13084.34,12600.0,484.34,1327.2,28.0,1.203,32.4996,3.2966,0.985075,0.999147,0.987592,1.7053025658242404e-13,0.985075,0.999147,12600.0,484.3278000000001,0.0,0.0121999999998934,0.9875925017946328,-5.017946328456091e-07,0.03701676966511112,1
457,12.63888888888889,80.72,113.38,0.0,0.42,588.0,782.1,10744.43,10744.43,0.0,1131.7466,23.8765,0.0,26.6876,2.8111,0.98482,0.999102,0.987375,0.0,0.98482,0.999102,10744.425,0.0,0.0050000000010186,0.0,0.987375071107941,-7.110794097986428e-08,0.0,1
458,13.05555555555556,86.13,113.62,0.0,0.39,546.0,745.75,10582.8,10582.8,0.0,1114.7216,23.5173,0.0,26.2861,2.7688,0.984602,0.999102,0.987196,0.0,0.984602,0.999102,10582.785,0.0,0.0149999999994179,0.0,0.9871960716331848,-7.163318482827918e-08,0.0,1
459,13.44444444444444,91.34,113.84,0.0,0.0,0.0,205.18,2998.4,2998.4,0.0,315.8315,6.6631,0.0,7.4476,0.7845,0.984388,0.999102,0.98702,0.0,0.984388,0.999102,2998.395,0.0,0.0050000000001091,0.0,0.9870203565524608,-3.565524607784809e-07,0.0,1
460,13.44444444444444,91.34,113.84,0.0,0.0,0.0,205.18,2998.4,2998.4,0.0,315.8315,6.6631,0.0,7.4476,0.7845,0.984327,0.999102,0.98697,0.0,0.984327,0.999102,2998.395,0.0,0.0050000000001091,0.0,0.9869702695434692,-2.6954346921126415e-07,0.0,1
461,13.44444444444444,91.34,113.84,0.0,-0.19,-266.0,-60.82,-752.27,-752.27,0.0,-79.2391,-1.6717,0.0,-1.8685,-0.1968,0.984266,0.999102,0.98692,0.0,0.984266,0.999102,-752.265,0.0,-0.0049999999999954,0.0,0.9869201825344778,-1.825344777550697e-07,-0.0,1
462,13.25,88.71,113.73,0.0,0.0,0.0,202.44,2915.58,2915.58,0.0,307.1078,6.4791,0.0,7.2419,0.7628,0.984281,0.999102,0.986933,0.0,0.984281,0.999102,2915.595,0.0,-0.0149999999998726,0.0,0.9869324990120988,5.009879012751739e-07,0.0,1
463,13.25,88.71,113.73,0.0,-0.19,-266.0,-63.56,-774.8,-774.8,0.0,-81.6123,-1.7218,0.0,-1.9245,-0.2027,0.984222,0.999102,0.986884,0.0,0.984222,0.999102,-774.81,0.0,0.0099999999999909,0.0,0.9868840542001236,-5.4200123500436355e-08,-0.0,1
464,13.05555555555556,86.13,113.62,0.0,0.19,266.0,465.75,6609.38,6609.38,0.0,696.188,14.6875,0.0,16.4167,1.7292,0.984238,0.999102,0.986897,0.0,0.984238,0.999102,6609.375,0.0,0.0050000000001091,0.0,0.986897191776252,-1.9177625210087257e-07,0.0,1
465,13.25,88.71,113.73,0.0,0.19,266.0,468.44,6746.55,6746.55,-0.0,710.6366,14.9923,-0.0,16.7575,1.7651,0.984104,0.999102,0.986787,0.0,0.984104,0.999102,6746.535,-0.0,0.0150000000003274,0.0,0.9867871645761728,-1.6457617280085657e-07,-0.0,1
466,13.44444444444444,91.34,113.84,0.0,0.22,308.0,513.18,7499.37,7499.37,-0.0,789.9336,16.6653,-0.0,18.6273,1.9621,0.983967,0.999102,0.986675,0.0,0.983967,0.999102,7499.384999999999,-0.0,-0.0149999999994179,0.0,0.986674674080569,3.259194309990221e-07,-0.0,1
467,13.66666666666667,94.38,113.98,0.0,0.0,0.0,208.36,3095.21,3095.21,-0.0,326.0288,6.8782,-0.0,7.6881,0.8098,0.983815,0.999102,0.98655,0.0,0.983815,0.999102,3095.19,-0.0,0.0199999999999818,0.0,0.9865498671073444,1.3289265554661256e-07,-0.0,1
468,13.66666666666667,94.38,113.98,0.0,0.0,0.0,208.36,3095.21,3095.21,-0.0,326.0288,6.8782,-0.0,7.6881,0.8098,0.983753,0.999102,0.986499,0.0,0.983753,0.999102,3095.19,-0.0,0.0199999999999818,0.0,0.986498958999845,4.1000155048820375e-08,-0.0,1
469,13.66666666666667,94.38,113.98,0.0,0.0,0.0,208.36,3095.21,3095.21,-0.0,326.0288,6.8782,-0.0,7.6881,0.8098,0.98369,0.999102,0.986447,0.0,0.98369,0.999102,3095.19,-0.0,0.0199999999999818,0.0,0.9864472297938376,-2.2979383751398077e-07,-0.0,1
470,13.66666666666667,94.38,113.98,0.0,-1.42,-1988.0,-1779.64,-22376.01,-6300.0,-16076.01,-663.6,-14.0,-39.9305,-55.5788,-1.6483,0.983627,0.999102,0.986396,1.8189894035458565e-12,0.983627,0.999102,-6300.0,-16076.019300000002,0.0,0.0093000000015308,0.98639550058783,4.994121701740184e-07,0.7184484633319346,1
471,12.25,75.83,113.17,0.0,-2.22,-3108.0,-2919.0,-32897.13,-6300.0,-26597.13,-663.6,-14.0,-66.0634,-81.7117,-1.6483,0.983755,1.0,0.986661,3.637978807091713e-12,0.983755,1.0,-6300.0,-26597.12484,0.0,-0.0051600000006146,0.9866612547366266,-2.547366265703843e-07,0.8084939324494266,1
472,10.02777777777778,50.81,112.08,0.0,-0.58,-812.0,-649.11,-5988.4,-5988.4,0.0,-630.7781,-13.3076,0.0,-14.8743,-1.5668,0.983883,1.0,0.986766,0.0,0.983883,1.0,-5988.42,0.0,0.0200000000004365,0.0,0.9867663553456576,-3.553456575655645e-07,-0.0,1
473,9.444444444444445,45.07,111.83,0.0,-0.81,-1134.0,-977.1,-8489.92,-6300.0,-2189.92,-663.6,-14.0,-5.4394,-21.0877,-1.6483,0.984004,1.0,0.986866,0.0,0.984004,1.0,-6300.0,-2189.9024400000003,0.0,-0.0175599999997757,0.9868657082651324,2.9173486748579336e-07,0.2579435377482944,1
474,8.63888888888889,37.71,111.51,0.0,-0.19,-266.0,-116.78,-928.14,-928.14,-0.0,-97.7641,-2.0625,-0.0,-2.3054,-0.2428,0.984132,1.0,0.98697,0.0,0.984132,1.0,-928.125,-0.0,-0.0149999999999863,0.0,0.9869708088741638,-8.088741637601871e-07,0.0,1
475,8.444444444444445,36.03,111.44,0.0,0.39,546.0,693.47,6365.18,6365.18,0.0,670.4656,14.1448,0.0,15.8102,1.6653,0.98415,1.0,0.986986,0.0,0.98415,1.0,6365.16,0.0,0.0200000000004365,0.0,0.9869855886473088,4.1135269135406105e-07,0.0,1
476,8.833333333333334,39.43,111.59,0.0,0.19,266.0,417.02,4004.0,4004.0,0.0,421.7547,8.8978,0.0,9.9454,1.0476,0.984021,1.0,0.98688,0.0,0.984021,1.0,4004.01,0.0,-0.0100000000002182,0.0,0.9868796669397696,3.330602305062769e-07,0.0,1
477,9.027777777777777,41.18,111.66,0.0,0.22,308.0,460.84,4522.13,4522.13,-0.0,476.331,10.0492,-0.0,11.2323,1.1831,0.98394,1.0,0.986813,0.0,0.98394,1.0,4522.14,-0.0,-0.0100000000002182,0.0,0.986813157960617,-1.579606169199721e-07,-0.0,1
478,9.249999999999998,43.24,111.75,0.0,-0.42,-588.0,-433.01,-3684.91,-3684.91,-0.0,-388.1439,-8.1887,-0.0,-9.1528,-0.9641,0.983849,1.0,0.986738,0.0,0.983849,1.0,-3684.915,-0.0,0.0050000000005638,0.0,0.9867384379963838,-4.379963838285761e-07,0.0,1
479,8.833333333333334,39.43,111.59,0.0,-0.19,-266.0,-114.98,-934.41,-934.41,-0.0,-98.4245,-2.0765,-0.0,-2.3209,-0.2445,0.983923,1.0,0.986799,0.0,0.983923,1.0,-934.425,-0.0,0.0149999999999863,0.0,0.98679919928598,-1.992859800514779e-07,0.0,1
480,8.63888888888889,37.71,111.51,0.0,-0.61,-854.0,-704.78,-5601.44,-5601.44,0.0,-590.0183,-12.4476,0.0,-13.9132,-1.4655,0.983942,1.0,0.986815,0.0,0.983942,1.0,-5601.42,0.0,-0.019999999999527,0.0,0.9868148001576332,1.998423668769789e-07,-0.0,1
481,8.027777777777777,32.56,111.29,0.0,-3.0,-4200.0,-4056.15,-29956.92,-6300.0,-23656.92,-663.6,-14.0,-58.7604,-74.4086,-1.6483,0.984056,1.0,0.986908,0.0,0.984056,1.0,-6300.0,-23656.93704,0.0,0.0170400000024528,0.9869084053875514,-4.053875514165029e-07,0.7896980063371001,1
482,5.027777777777778,12.77,110.43,0.0,-0.61,-854.0,-730.8,-3380.36,-3380.36,0.0,-356.0646,-7.5119,0.0,-8.3963,-0.8844,0.984183,1.0,0.987013,0.0,0.984183,1.0,-3380.355,0.0,-0.0050000000001091,0.0,0.9870126848980746,3.151019254410415e-07,-0.0,1
483,4.416666666666667,9.86,110.3,0.0,0.61,854.0,974.16,4676.67,4676.67,0.0,492.6092,10.3926,0.0,11.6162,1.2236,0.984252,1.0,0.987069,0.0,0.984252,1.0,4676.67,0.0,0.0,0.0,0.9870693406951304,-3.406951305517936e-07,0.0,1
484,5.027777777777778,12.77,110.43,0.0,1.39,1946.0,2069.2,11308.13,11308.13,0.0,1191.123,25.1292,0.0,28.0878,2.9586,0.984157,1.0,0.986991,0.0,0.984157,1.0,11308.14,0.0,-0.0100000000020372,0.0,0.9869913363368652,-3.363368652475885e-07,0.0,1
485,6.416666666666667,20.81,110.78,0.0,1.22,1708.0,1839.59,12830.48,12600.0,230.48,1327.2,28.0,0.5725,31.8691,3.2966,0.983928,1.0,0.986803,-4.263256414560601e-13,0.983928,1.0,12600.0,230.4885,0.0,-0.0085000000000263,0.9868033047785204,-3.047785203103004e-07,0.017963474476403066,1
486,7.638888888888888,29.49,111.15,0.0,1.61,2254.0,2394.64,19883.03,12600.0,7283.03,1327.2,28.0,18.09,49.3866,3.2966,0.983673,0.999979,0.98659,-9.094947017729282e-13,0.983673,0.999979,12600.0,7283.034000000001,0.0,-0.0040000000008149,0.986590167727635,-1.6772763500316756e-07,0.3662937691086318,1
487,9.249999999999998,43.24,111.75,0.0,1.0,1400.0,1554.99,15634.41,12600.0,3034.41,1327.2,28.0,7.537,38.8336,3.2966,0.983417,0.999301,0.986259,0.0,0.983417,0.999301,12600.0,3034.3962,0.0,0.0137999999997191,0.9862586712980348,3.287019650910495e-07,0.19408535403638513,1
488,10.25,53.09,112.18,0.0,1.19,1666.0,1831.27,20402.74,12600.0,7802.74,1327.2,28.0,19.3809,50.6774,3.2966,0.983162,0.999019,0.985999,1.8189894035458565e-12,0.983162,0.999019,12600.0,7802.75034,0.0,-0.0103400000007241,0.9859988409577524,1.5904224748286566e-07,0.3824358885130134,1
489,11.44444444444444,66.18,112.75,0.0,0.81,1134.0,1312.93,16332.34,12600.0,3732.34,1327.2,28.0,9.2706,40.5672,3.2966,0.982907,0.998294,0.98566,0.0,0.982907,0.998294,12600.0,3732.34356,0.0,-0.0035600000001068,0.9856597572565388,2.427434612206625e-07,0.22852451026613457,1
490,12.25,75.83,113.17,0.0,0.61,854.0,1043.0,13887.77,12600.0,1287.77,1327.2,28.0,3.1986,34.4952,3.2966,0.982652,0.997946,0.985388,4.547473508864641e-13,0.982652,0.997946,12600.0,1287.75636,0.0,0.0136399999998957,0.9853881194177878,-1.1941778776947132e-07,0.09272691007987603,1
491,12.86111111111111,83.58,113.51,0.0,0.0,0.0,197.09,2755.22,2755.22,0.0,290.2165,6.1227,0.0,6.8436,0.7209,0.982396,0.997827,0.985157,0.0,0.982396,0.997827,2755.215,0.0,0.0049999999996543,0.0,0.9851566289221844,3.710778154752959e-07,0.0,1
492,12.86111111111111,83.58,113.51,0.0,0.0,0.0,197.09,2755.22,2755.22,0.0,290.2165,6.1227,0.0,6.8436,0.7209,0.98234,0.997827,0.985111,0.0,0.98234,0.997827,2755.215,0.0,0.0049999999996543,0.0,0.9851106474057332,3.525942667836901e-07,0.0,1
493,12.86111111111111,83.58,113.51,0.0,-0.61,-854.0,-656.91,-7772.7,-6300.0,-1472.7,-663.6,-14.0,-3.658,-19.3063,-1.6483,0.982285,0.997827,0.985065,2.273736754432321e-13,0.982285,0.997827,-6300.0,-1472.7108,0.0,0.0108000000000174,0.98506548698779,-4.86987790093707e-07,0.18947084024856228,1
494,12.25,75.83,113.17,0.0,-0.81,-1134.0,-945.0,-10650.15,-6300.0,-4350.15,-663.6,-14.0,-10.8051,-26.4534,-1.6483,0.982412,0.997964,0.985194,0.0,0.982412,0.997964,-6300.0,-4350.13326,0.0,-0.016740000000027,0.9851942760027096,-2.760027094650397e-07,0.40845903578822834,1
495,11.44444444444444,66.18,112.75,0.0,-1.61,-2254.0,-2075.07,-21848.18,-6300.0,-15548.18,-663.6,-14.0,-38.6194,-54.2677,-1.6483,0.98254,0.998368,0.985372,0.0,0.98254,0.998368,-6300.0,-15548.17044,0.0,-0.0095600000004196,0.985371652814486,3.4718551400469977e-07,0.7116464620851713,1
496,9.833333333333332,48.86,112.0,0.0,-2.42,-3388.0,-3227.14,-29194.86,-6300.0,-22894.86,-663.6,-14.0,-56.8675,-72.5158,-1.6483,0.982668,0.999814,0.985735,0.0,0.982668,0.999814,-6300.0,-22894.8555,0.0,-0.0044999999990977,0.985735444980868,-4.449808679307665e-07,0.7842085901422373,1
497,7.416666666666666,27.8,111.08,0.0,-3.0,-4200.0,-4061.12,-27710.37,-6300.0,-21410.37,-663.6,-14.0,-53.1803,-68.8285,-1.6483,0.982795,1.0,0.985873,0.0,0.982795,1.0,-6300.0,-21410.38878,0.0,0.0187800000021525,0.9858730001688925,-1.68892455576497e-10,0.7726482901527478,1
498,4.416666666666667,9.86,110.3,0.0,-2.61,-3654.0,-3533.84,-14359.17,-6300.0,-8059.17,-663.6,-14.0,-20.0178,-35.6661,-1.6483,0.982923,1.0,0.985978,0.0,0.982923,1.0,-6300.0,-8059.166280000001,0.0,-0.0037199999987933,0.9859781007779236,-1.0077792367280125e-07,0.5612559778873013,1
499,1.805555555555556,1.65,109.94,0.0,-0.81,-1134.0,-1022.41,-1698.34,-1698.34,-0.0,-178.8918,-3.7741,-0.0,-4.2184,-0.4443,0.98305,1.0,0.986083,0.0,0.98305,1.0,-1698.3449999999998,-0.0,0.0049999999998817,0.0,0.986082380288447,6.197115530737207e-07,0.0,1
500,1.0,0.51,109.89,0.0,-0.81,-1134.0,-1023.6,-941.71,-941.71,-0.0,-99.1935,-2.0927,-0.0,-2.3391,-0.2464,0.983085,1.0,0.986111,0.0,0.983085,1.0,-941.715,-0.0,0.0049999999998817,0.0,0.9861111187362288,-1.1873622896008129e-07,0.0,1
501,0.1944444444444444,0.02,109.87,0.0,-0.19,-266.0,-156.11,-27.92,-27.92,0.0,-2.9409,-0.062,0.0,-0.0693,-0.0073,0.983104,1.0,0.986127,0.0,0.983104,1.0,-27.9,0.0,-0.0200000000000031,0.0,0.986126719607882,2.803921179683755e-07,,0
502,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
503,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
504,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
505,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
506,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
507,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
508,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
509,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
510,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
511,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
512,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
513,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
514,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
515,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
516,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
517,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
518,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
519,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
520,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
521,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983104,1.0,0.986127,0.0,0.983104,1.0,0.0,0.0,0.0,0.0,0.986126719607882,2.803921179683755e-07,,0
