time,speed,hasAeroForce,hasRollingForce,hasGravityForce,hasAcceleration,hasAccelerationForce,hasTotalForce,hasPower,P_EB,P_PB,P_conv,I_EB,I_PB,I_load,I_prime,SOC_EB,SOC_PB,SOC_HESS
8107,27.27777777777778,375.99,126.22,0.0,-0.39,-546.0,-43.79,-1098.93,-1098.93,-0.0,-115.754,-2.4421,-0.0,-2.7296,-0.2875,0.523306,0.69705,0.554389
8108,26.88888888888889,365.35,125.76,0.0,-0.19,-266.0,225.11,6579.3,6579.3,0.0,693.0196,14.6207,0.0,16.342,1.7214,0.523329,0.69705,0.554408
8109,26.69444444444444,360.08,125.53,0.0,0.0,0.0,485.61,14090.32,12600.0,1490.32,1327.2,28.0,3.7017,34.9983,3.2966,0.523195,0.69705,0.554298
8110,26.69444444444444,360.08,125.53,0.0,-0.19,-266.0,219.61,6372.14,6372.14,0.0,671.1987,14.1603,0.0,15.8275,1.6672,0.52294,0.696911,0.554064
8111,26.5,354.86,125.3,0.0,-0.19,-266.0,214.16,6168.74,6168.74,0.0,649.7739,13.7083,0.0,15.3223,1.6139,0.522811,0.696911,0.553958
8112,26.30555555555556,349.67,125.08,0.0,-0.19,-266.0,208.75,5968.78,5968.78,-0.0,628.7115,13.264,-0.0,14.8256,1.5616,0.522686,0.696911,0.553855
8113,26.11111111111111,344.52,124.85,0.0,0.0,0.0,469.37,13321.49,12600.0,721.49,1327.2,28.0,1.7921,33.0886,3.2966,0.522565,0.696911,0.553756
8114,26.11111111111111,344.52,124.85,0.0,-0.19,-266.0,203.37,5771.98,5771.98,-0.0,607.9819,12.8266,-0.0,14.3368,1.5101,0.52231,0.696844,0.553534
8115,25.91666666666666,339.41,124.63,0.0,0.0,0.0,464.04,13072.14,12600.0,472.14,1327.2,28.0,1.1727,32.4693,3.2966,0.522193,0.696844,0.553438
8116,25.91666666666666,339.41,124.63,0.0,-0.39,-546.0,-81.96,-1954.2,-1954.2,-0.0,-205.8424,-4.3427,-0.0,-4.8539,-0.5113,0.521938,0.6968,0.553221
8117,25.52777777777778,329.3,124.19,0.0,-0.39,-546.0,-92.51,-2172.64,-2172.64,0.0,-228.8514,-4.8281,0.0,-5.3965,-0.5684,0.521977,0.6968,0.553253
8118,25.13888888888889,319.34,123.76,0.0,-0.58,-812.0,-368.9,-8531.84,-6300.0,-2231.84,-663.6,-14.0,-5.5436,-21.1919,-1.6483,0.522021,0.6968,0.553289
8119,24.55555555555556,304.69,123.12,0.0,-0.58,-812.0,-384.19,-8679.28,-6300.0,-2379.28,-663.6,-14.0,-5.9098,-21.5581,-1.6483,0.522149,0.697008,0.553431
8120,23.97222222222222,290.39,122.5,0.0,-0.56,-784.0,-371.11,-8184.62,-6300.0,-1884.62,-663.6,-14.0,-4.6811,-20.3294,-1.6483,0.522277,0.697229,0.553576
8121,23.41666666666666,277.08,121.92,0.0,0.0,0.0,399.0,10155.71,10155.71,-0.0,1069.7348,22.5682,-0.0,25.2253,2.6571,0.522404,0.697404,0.553712
8122,23.41666666666666,277.08,121.92,0.0,0.0,0.0,399.0,10155.71,10155.71,-0.0,1069.7348,22.5682,-0.0,25.2253,2.6571,0.522198,0.697404,0.553543
8123,23.41666666666666,277.08,121.92,0.0,0.0,0.0,399.0,10155.71,10155.71,-0.0,1069.7348,22.5682,-0.0,25.2253,2.6571,0.521993,0.697404,0.553374
8124,23.41666666666666,277.08,121.92,0.0,0.0,0.0,399.0,10155.71,10155.71,-0.0,1069.7348,22.5682,-0.0,25.2253,2.6571,0.521787,0.697404,0.553205
8125,23.41666666666666,277.08,121.92,0.0,0.17,238.0,637.0,16213.5,12600.0,3613.5,1327.2,28.0,8.9754,40.272,3.2966,0.521581,0.697404,0.553036
8126,23.58333333333334,281.04,122.09,0.0,0.0,0.0,403.13,10333.86,10333.86,-0.0,1088.4999,22.9641,-0.0,25.6678,2.7037,0.521326,0.697068,0.552766
8127,23.58333333333334,281.04,122.09,0.0,-0.36,-504.0,-100.87,-2188.54,-2188.54,-0.0,-230.5262,-4.8634,-0.0,-5.436,-0.5726,0.521116,0.697068,0.552594
8128,23.22222222222222,272.5,121.72,0.0,0.0,0.0,394.22,9950.72,9950.72,-0.0,1048.1425,22.1127,-0.0,24.7161,2.6034,0.521161,0.697068,0.552631
8129,23.22222222222222,272.5,121.72,0.0,0.19,266.0,660.22,16664.98,12600.0,4064.98,1327.2,28.0,10.0968,41.3934,3.2966,0.520959,0.697068,0.552465
8130,23.41666666666666,277.08,121.92,0.0,0.0,0.0,399.0,10155.71,10155.71,-0.0,1069.7348,22.5682,-0.0,25.2253,2.6571,0.520704,0.69669,0.552188
8131,23.41666666666666,277.08,121.92,0.0,0.17,238.0,637.0,16213.5,12600.0,3613.5,1327.2,28.0,8.9754,40.272,3.2966,0.520498,0.69669,0.552019
8132,23.58333333333334,281.04,122.09,0.0,0.19,266.0,669.13,17152.52,12600.0,4552.52,1327.2,28.0,11.3078,42.6044,3.2966,0.520243,0.696354,0.551749
8133,23.77777777777777,285.69,122.3,0.0,0.19,266.0,673.99,17419.54,12600.0,4819.54,1327.2,28.0,11.971,43.2676,3.2966,0.519988,0.695931,0.551464
8134,23.97222222222222,290.39,122.5,0.0,0.0,0.0,412.89,10758.58,10758.58,0.0,1133.2371,23.908,0.0,26.7228,2.8148,0.519732,0.695482,0.551174
8135,23.97222222222222,290.39,122.5,0.0,-0.39,-546.0,-133.11,-2935.66,-2935.66,0.0,-309.2229,-6.5237,0.0,-7.2918,-0.7681,0.519514,0.695482,0.550995
8136,23.58333333333334,281.04,122.09,0.0,-0.56,-784.0,-380.87,-8263.61,-6300.0,-1963.61,-663.6,-14.0,-4.8773,-20.5256,-1.6483,0.519574,0.695482,0.551044
8137,23.02777777777778,267.96,121.52,0.0,0.19,266.0,655.48,16406.79,12600.0,3806.79,1327.2,28.0,9.4555,40.7521,3.2966,0.519701,0.695665,0.551182
8138,23.22222222222222,272.5,121.72,0.0,0.19,266.0,660.22,16664.98,12600.0,4064.98,1327.2,28.0,10.0968,41.3934,3.2966,0.519446,0.695311,0.550909
8139,23.41666666666666,277.08,121.92,0.0,-0.19,-266.0,133.0,3385.24,3385.24,-0.0,356.5786,7.5228,-0.0,8.4084,0.8857,0.519191,0.694933,0.550631
8140,23.22222222222222,272.5,121.72,0.0,-0.19,-266.0,128.22,3236.47,3236.47,-0.0,340.9082,7.1922,-0.0,8.0389,0.8468,0.519122,0.694933,0.550575
8141,23.02777777777778,267.96,121.52,0.0,0.39,546.0,935.48,23415.25,12600.0,10815.25,1327.2,28.0,26.8635,58.1601,3.2966,0.519057,0.694933,0.550521
8142,23.41666666666666,277.08,121.92,0.0,0.36,504.0,903.0,22983.97,12600.0,10383.97,1327.2,28.0,25.7923,57.0888,3.2966,0.518801,0.693927,0.550132
8143,23.77777777777777,285.69,122.3,0.0,0.39,546.0,953.99,24656.26,12600.0,12056.26,1327.2,28.0,29.946,61.2426,3.2966,0.518546,0.692962,0.549749
8144,24.16666666666666,295.12,122.71,0.0,0.39,546.0,963.83,25318.0,12600.0,12718.0,1327.2,28.0,31.5897,62.8862,3.2966,0.518291,0.691841,0.549339
8145,24.55555555555556,304.69,123.12,0.0,0.0,0.0,427.81,11418.6,11418.6,-0.0,1202.7592,25.3747,-0.0,28.3621,2.9875,0.518035,0.690658,0.548918
8146,24.55555555555556,304.69,123.12,0.0,0.19,266.0,693.81,18518.36,12600.0,5918.36,1327.2,28.0,14.7003,45.9969,3.2966,0.517804,0.690658,0.548728
8147,24.74999999999999,309.54,123.33,0.0,0.19,266.0,698.87,18801.12,12600.0,6201.12,1327.2,28.0,15.4027,46.6993,3.2966,0.517549,0.690108,0.54842
8148,24.94444444444444,314.42,123.55,0.0,0.0,0.0,437.97,11874.91,11874.91,-0.0,1250.8239,26.3887,-0.0,29.4956,3.1069,0.517294,0.689531,0.548107
8149,24.94444444444444,314.42,123.55,0.0,0.19,266.0,703.97,19087.11,12600.0,6487.11,1327.2,28.0,16.113,47.4096,3.2966,0.517053,0.689531,0.547909
8150,25.13888888888889,319.34,123.76,0.0,-0.39,-546.0,-102.9,-2379.85,-2379.85,-0.0,-250.6775,-5.2886,-0.0,-5.9112,-0.6226,0.516798,0.688928,0.547592
8151,24.74999999999999,309.54,123.33,0.0,0.0,0.0,432.87,11645.14,11645.14,0.0,1226.6214,25.8781,0.0,28.9248,3.0467,0.516846,0.688928,0.547632
8152,24.74999999999999,309.54,123.33,0.0,-0.19,-266.0,166.87,4489.16,4489.16,-0.0,472.8582,9.9759,-0.0,11.1504,1.1745,0.51661,0.688928,0.547438
8153,24.55555555555556,304.69,123.12,0.0,-0.78,-1092.0,-664.19,-15004.79,-6300.0,-8704.79,-663.6,-14.0,-21.6214,-37.2697,-1.6483,0.516519,0.688928,0.547363
8154,23.77777777777777,285.69,122.3,0.0,-0.56,-784.0,-376.01,-8225.43,-6300.0,-1925.43,-663.6,-14.0,-4.7825,-20.4308,-1.6483,0.516647,0.689737,0.547613
8155,23.22222222222222,272.5,121.72,0.0,-0.19,-266.0,128.22,3236.47,3236.47,-0.0,340.9082,7.1922,-0.0,8.0389,0.8468,0.516774,0.689916,0.54775
8156,23.02777777777778,267.96,121.52,0.0,-0.19,-266.0,123.48,3090.73,3090.73,-0.0,325.5569,6.8683,-0.0,7.6769,0.8086,0.516709,0.689916,0.547696
8157,22.83333333333333,263.45,121.33,0.0,-0.19,-266.0,118.78,2947.98,2947.98,0.0,310.5206,6.5511,0.0,7.3224,0.7713,0.516646,0.689916,0.547644
8158,22.63888888888889,258.98,121.13,0.0,0.0,0.0,380.11,9353.55,9353.55,0.0,985.2406,20.7857,0.0,23.2329,2.4472,0.516586,0.689916,0.547595
8159,22.63888888888889,258.98,121.13,0.0,0.0,0.0,380.11,9353.55,9353.55,0.0,985.2406,20.7857,0.0,23.2329,2.4472,0.516397,0.689916,0.54744
8160,22.63888888888889,258.98,121.13,0.0,-0.39,-546.0,-165.89,-3455.12,-3455.12,-0.0,-363.9393,-7.678,-0.0,-8.582,-0.904,0.516207,0.689916,0.547284
8161,22.24999999999999,250.16,120.75,0.0,-0.19,-266.0,104.91,2537.23,2537.23,0.0,267.2549,5.6383,0.0,6.3021,0.6638,0.516277,0.689916,0.547342
8162,22.05555555555556,245.81,120.56,0.0,0.0,0.0,366.37,8783.14,8783.14,0.0,925.1574,19.5181,0.0,21.816,2.298,0.516226,0.689916,0.547299
8163,22.05555555555556,245.81,120.56,0.0,-0.19,-266.0,100.37,2406.22,2406.22,-0.0,253.4552,5.3472,-0.0,5.9767,0.6295,0.516048,0.689916,0.547153
8164,21.86111111111111,241.49,120.37,0.0,-0.39,-546.0,-184.14,-3703.46,-3703.46,0.0,-390.0978,-8.2299,0.0,-9.1989,-0.9689,0.515999,0.689916,0.547113
8165,21.47222222222222,232.98,120.0,0.0,0.19,266.0,618.98,14446.61,12600.0,1846.61,1327.2,28.0,4.5867,35.8833,3.2966,0.516074,0.689916,0.547175
8166,21.66666666666667,237.22,120.19,0.0,0.0,0.0,357.41,8417.26,8417.26,0.0,886.6181,18.705,0.0,20.9073,2.2022,0.515819,0.689744,0.546934
8167,21.66666666666667,237.22,120.19,0.0,0.19,266.0,623.41,14681.76,12600.0,2081.76,1327.2,28.0,5.1708,36.4674,3.2966,0.515648,0.689744,0.546794
8168,21.86111111111111,241.49,120.37,0.0,0.0,0.0,361.86,8598.54,8598.54,-0.0,905.7129,19.1079,-0.0,21.3575,2.2497,0.515393,0.689551,0.54655
8169,21.86111111111111,241.49,120.37,0.0,0.39,546.0,907.86,21572.64,12600.0,8972.64,1327.2,28.0,22.2867,53.5833,3.2966,0.515219,0.689551,0.546407
8170,22.24999999999999,250.16,120.75,0.0,0.19,266.0,636.91,15403.53,12600.0,2803.53,1327.2,28.0,6.9636,38.2601,3.2966,0.514964,0.688716,0.546048
8171,22.44444444444444,254.55,120.94,0.0,-0.19,-266.0,109.49,2671.13,2671.13,0.0,281.359,5.9358,0.0,6.6347,0.6989,0.514708,0.688456,0.545792
8172,22.24999999999999,250.16,120.75,0.0,0.0,0.0,370.91,8970.38,8970.38,-0.0,944.88,19.9342,-0.0,22.2811,2.3469,0.514654,0.688456,0.545748
8173,22.24999999999999,250.16,120.75,0.0,0.0,0.0,370.91,8970.38,8970.38,-0.0,944.88,19.9342,-0.0,22.2811,2.3469,0.514472,0.688456,0.545598
8174,22.24999999999999,250.16,120.75,0.0,0.19,266.0,636.91,15403.53,12600.0,2803.53,1327.2,28.0,6.9636,38.2601,3.2966,0.514291,0.688456,0.545449
8175,22.44444444444444,254.55,120.94,0.0,-0.19,-266.0,109.49,2671.13,2671.13,0.0,281.359,5.9358,0.0,6.6347,0.6989,0.514035,0.688195,0.545193
8176,22.24999999999999,250.16,120.75,0.0,-0.19,-266.0,104.91,2537.23,2537.23,0.0,267.2549,5.6383,0.0,6.3021,0.6638,0.513981,0.688195,0.545148
8177,22.05555555555556,245.81,120.56,0.0,0.19,266.0,632.37,15160.08,12600.0,2560.08,1327.2,28.0,6.3589,37.6554,3.2966,0.51393,0.688195,0.545106
8178,22.24999999999999,250.16,120.75,0.0,-0.39,-546.0,-175.09,-3584.09,-3584.09,-0.0,-377.5241,-7.9646,-0.0,-8.9024,-0.9377,0.513675,0.687957,0.544854
8179,21.86111111111111,241.49,120.37,0.0,0.39,546.0,907.86,21572.64,12600.0,8972.64,1327.2,28.0,22.2867,53.5833,3.2966,0.513747,0.687957,0.544914
8180,22.24999999999999,250.16,120.75,0.0,-0.19,-266.0,104.91,2537.23,2537.23,0.0,267.2549,5.6383,0.0,6.3021,0.6638,0.513492,0.687123,0.544555
8181,22.05555555555556,245.81,120.56,0.0,0.0,0.0,366.37,8783.14,8783.14,0.0,925.1574,19.5181,0.0,21.816,2.298,0.51344,0.687123,0.544512
8182,22.05555555555556,245.81,120.56,0.0,0.19,266.0,632.37,15160.08,12600.0,2560.08,1327.2,28.0,6.3589,37.6554,3.2966,0.513263,0.687123,0.544366
8183,22.24999999999999,250.16,120.75,0.0,0.0,0.0,370.91,8970.38,8970.38,-0.0,944.88,19.9342,-0.0,22.2811,2.3469,0.513007,0.686885,0.544114
8184,22.24999999999999,250.16,120.75,0.0,0.0,0.0,370.91,8970.38,8970.38,-0.0,944.88,19.9342,-0.0,22.2811,2.3469,0.512826,0.686885,0.543965
8185,22.24999999999999,250.16,120.75,0.0,0.14,196.0,566.91,13710.6,12600.0,1110.6,1327.2,28.0,2.7586,34.0551,3.2966,0.512644,0.686885,0.543816
8186,22.38888888888888,253.29,120.89,0.0,0.0,0.0,374.18,9105.95,9105.95,0.0,959.1601,20.2354,0.0,22.6179,2.3824,0.512388,0.686781,0.543588
8187,22.38888888888888,253.29,120.89,0.0,-0.19,-266.0,108.18,2632.64,2632.64,0.0,277.3047,5.8503,0.0,6.5391,0.6888,0.512204,0.686781,0.543436
8188,22.19444444444445,248.91,120.7,0.0,0.0,0.0,369.61,8916.62,8916.62,0.0,939.2173,19.8147,0.0,22.1476,2.3329,0.512151,0.686781,0.543392
8189,22.19444444444445,248.91,120.7,0.0,0.19,266.0,635.61,15333.71,12600.0,2733.71,1327.2,28.0,6.7901,38.0867,3.2966,0.51197,0.686781,0.543244
8190,22.38888888888888,253.29,120.89,0.0,0.0,0.0,374.18,9105.95,9105.95,0.0,959.1601,20.2354,0.0,22.6179,2.3824,0.511715,0.686527,0.542989
8191,22.38888888888888,253.29,120.89,0.0,0.61,854.0,1228.18,29888.68,12600.0,17288.68,1327.2,28.0,42.9426,74.2391,3.2966,0.51153,0.686527,0.542837
8192,23.0,267.31,121.5,0.0,0.19,266.0,654.81,16370.25,12600.0,3770.25,1327.2,28.0,9.3648,40.6613,3.2966,0.511275,0.684919,0.54234
8193,23.19444444444444,271.85,121.69,0.0,0.42,588.0,981.54,24745.95,12600.0,12145.95,1327.2,28.0,30.1688,61.4654,3.2966,0.51102,0.684569,0.542068
8194,23.61111111111111,281.7,122.12,0.0,0.19,266.0,669.82,17190.42,12600.0,4590.42,1327.2,28.0,11.4019,42.6985,3.2966,0.510764,0.683439,0.541656
8195,23.80555555555556,286.36,122.32,0.0,0.0,0.0,408.68,10574.84,10574.84,-0.0,1113.8831,23.4996,-0.0,26.2664,2.7667,0.510509,0.683012,0.54137
8196,23.80555555555556,286.36,122.32,0.0,0.19,266.0,674.68,17457.75,12600.0,4857.75,1327.2,28.0,12.0659,43.3625,3.2966,0.510295,0.683012,0.541194
8197,24.0,291.06,122.53,0.0,0.0,0.0,413.59,10789.3,10789.3,0.0,1136.4729,23.9762,0.0,26.7991,2.8228,0.510039,0.682561,0.540904
8198,24.0,291.06,122.53,0.0,0.0,0.0,413.59,10789.3,10789.3,0.0,1136.4729,23.9762,0.0,26.7991,2.8228,0.509821,0.682561,0.540724
8199,24.0,291.06,122.53,0.0,-0.39,-546.0,-132.41,-2923.61,-2923.61,-0.0,-307.9536,-6.4969,-0.0,-7.2618,-0.7649,0.509602,0.682561,0.540545
8200,23.61111111111111,281.7,122.12,0.0,-0.22,-308.0,95.82,2459.15,2459.15,-0.0,259.0305,5.4648,-0.0,6.1082,0.6434,0.509661,0.682561,0.540593
8201,23.38888888888889,276.43,121.89,0.0,-0.19,-266.0,132.32,3363.93,3363.93,0.0,354.334,7.4754,0.0,8.3555,0.8801,0.509612,0.682561,0.540553
8202,23.19444444444444,271.85,121.69,0.0,-0.39,-546.0,-152.46,-3253.32,-3253.32,0.0,-342.683,-7.2296,0.0,-8.0808,-0.8512,0.509544,0.682561,0.540497
8203,22.80555555555555,262.81,121.3,0.0,0.0,0.0,384.11,9521.57,9521.57,0.0,1002.9387,21.159,0.0,23.6502,2.4912,0.509609,0.682561,0.540551
8204,22.80555555555555,262.81,121.3,0.0,-0.19,-266.0,118.11,2927.78,2927.78,0.0,308.3928,6.5062,0.0,7.2722,0.766,0.509417,0.682561,0.540392
8205,22.61111111111111,258.35,121.11,0.0,-0.22,-308.0,71.46,1756.29,1756.29,0.0,184.9959,3.9029,0.0,4.3624,0.4595,0.509357,0.682561,0.540344
8206,22.38888888888888,253.29,120.89,0.0,0.0,0.0,374.18,9105.95,9105.95,0.0,959.1601,20.2354,0.0,22.6179,2.3824,0.509322,0.682561,0.540314
8207,22.38888888888888,253.29,120.89,0.0,-0.19,-266.0,108.18,2632.64,2632.64,0.0,277.3047,5.8503,0.0,6.5391,0.6888,0.509137,0.682561,0.540163
8208,22.19444444444445,248.91,120.7,0.0,0.0,0.0,369.61,8916.62,8916.62,0.0,939.2173,19.8147,0.0,22.1476,2.3329,0.509084,0.682561,0.540119
8209,22.19444444444445,248.91,120.7,0.0,-0.19,-266.0,103.61,2499.53,2499.53,0.0,263.2838,5.5545,0.0,6.2085,0.654,0.508903,0.682561,0.539971
8210,22.0,244.57,120.51,0.0,-0.19,-266.0,99.08,2369.3,2369.3,0.0,249.5663,5.2651,0.0,5.885,0.6199,0.508852,0.682561,0.539929
8211,21.80555555555555,240.27,120.32,0.0,0.0,0.0,360.59,8546.6,8546.6,0.0,900.2419,18.9924,0.0,21.2285,2.2361,0.508804,0.682561,0.53989
8212,21.80555555555555,240.27,120.32,0.0,0.0,0.0,360.59,8546.6,8546.6,0.0,900.2419,18.9924,0.0,21.2285,2.2361,0.508631,0.682561,0.539748
8213,21.80555555555555,240.27,120.32,0.0,-0.19,-266.0,94.59,2241.95,2241.95,0.0,236.1521,4.9821,0.0,5.5687,0.5866,0.508458,0.682561,0.539605
8214,21.61111111111111,236.0,120.13,0.0,-0.42,-588.0,-231.87,-4610.09,-4610.09,-0.0,-485.5961,-10.2446,-0.0,-11.4508,-1.2062,0.508413,0.682561,0.539568
8215,21.19444444444444,226.99,119.74,0.0,-0.58,-812.0,-465.27,-9072.25,-6300.0,-2772.25,-663.6,-14.0,-6.8859,-22.5342,-1.6483,0.508506,0.682561,0.539645
8216,20.61111111111111,214.67,119.21,0.0,-1.0,-1400.0,-1066.12,-20216.01,-6300.0,-13916.01,-663.6,-14.0,-34.5654,-50.2136,-1.6483,0.508634,0.682818,0.539796
8217,19.61111111111111,194.34,118.32,0.0,-0.22,-308.0,4.66,99.34,99.34,-0.0,10.4638,0.2208,-0.0,0.2467,0.026,0.508761,0.684113,0.540132
8218,19.38888888888889,189.96,118.13,0.0,-0.19,-266.0,42.09,887.04,887.04,0.0,93.4349,1.9712,0.0,2.2033,0.2321,0.508759,0.684113,0.54013
8219,19.19444444444444,186.17,117.97,0.0,-1.58,-2212.0,-1907.86,-33690.69,-6300.0,-27390.69,-663.6,-14.0,-68.0345,-83.6828,-1.6483,0.508741,0.684113,0.540116
8220,17.61111111111111,156.72,116.69,0.0,-1.81,-2534.0,-2260.59,-36626.58,-6300.0,-30326.58,-663.6,-14.0,-75.3268,-90.9751,-1.6483,0.508869,0.68666,0.540676
8221,15.80555555555556,126.23,115.36,0.0,-2.81,-3934.0,-3692.41,-46000.0,-6300.0,-39700.0,-663.6,-14.0,-98.609,-114.2573,-1.6483,0.508997,0.68948,0.541285
8222,13.0,85.4,113.59,0.0,-1.61,-2254.0,-2055.01,-24577.92,-6300.0,-18277.92,-663.6,-14.0,-45.3997,-61.048,-1.6483,0.509124,0.693172,0.542051
8223,11.38888888888889,65.54,112.72,0.0,-1.78,-2492.0,-2313.74,-24242.86,-6300.0,-17942.86,-663.6,-14.0,-44.5675,-60.2157,-1.6483,0.509252,0.694871,0.54246
8224,9.61111111111111,46.68,111.9,0.0,-0.61,-854.0,-695.42,-6149.06,-6149.06,0.0,-647.701,-13.6646,0.0,-15.2734,-1.6088,0.50938,0.69654,0.542863
8225,9.0,40.93,111.65,0.0,0.81,1134.0,1286.58,12586.11,12586.11,-0.0,1325.7369,27.9691,-0.0,31.2621,3.2929,0.509504,0.69654,0.542965
8226,9.805555555555555,48.59,111.98,0.0,0.81,1134.0,1294.57,13797.8,12600.0,1197.8,1327.2,28.0,2.9752,34.2717,3.2966,0.509249,0.69654,0.542756
8227,10.61111111111111,56.9,112.35,0.0,1.19,1666.0,1835.25,21167.43,12600.0,8567.43,1327.2,28.0,21.2803,52.5768,3.2966,0.508994,0.696428,0.542526
8228,11.80555555555556,70.43,112.93,0.0,1.0,1400.0,1583.36,20317.87,12600.0,7717.87,1327.2,28.0,19.1701,50.4666,3.2966,0.508739,0.695632,0.542174
8229,12.80555555555556,82.86,113.48,0.0,1.0,1400.0,1596.34,22219.59,12600.0,9619.59,1327.2,28.0,23.8937,55.1902,3.2966,0.508483,0.694914,0.541836
8230,13.80555555555556,96.31,114.06,0.0,0.81,1134.0,1344.37,20173.66,12600.0,7573.66,1327.2,28.0,18.8119,50.1084,3.2966,0.508228,0.694019,0.541466
8231,14.61111111111111,107.88,114.56,0.0,0.78,1092.0,1314.44,20875.47,12600.0,8275.47,1327.2,28.0,20.5551,51.8516,3.2966,0.507973,0.693315,0.541131
8232,15.38888888888889,119.67,115.08,0.0,0.22,308.0,542.75,9078.61,9078.61,-0.0,956.2803,20.1747,-0.0,22.55,2.3753,0.507717,0.692546,0.540784
8233,15.61111111111111,123.15,115.23,0.0,0.19,266.0,504.38,8558.62,8558.62,-0.0,901.508,19.0192,-0.0,21.2584,2.2392,0.507534,0.692546,0.540632
8234,15.80555555555556,126.23,115.36,0.0,0.39,546.0,787.59,13530.76,12600.0,930.76,1327.2,28.0,2.3119,33.6084,3.2966,0.50736,0.692546,0.54049
8235,16.19444444444444,132.52,115.64,0.0,0.0,0.0,248.16,4368.27,4368.27,0.0,460.1244,9.7073,0.0,10.8501,1.1429,0.507105,0.692459,0.540265
8236,16.19444444444444,132.52,115.64,0.0,0.19,266.0,514.16,9050.59,9050.59,0.0,953.3288,20.1124,0.0,22.4804,2.3679,0.507016,0.692459,0.540192
8237,16.38888888888889,135.72,115.77,0.0,0.42,588.0,839.49,14954.68,12600.0,2354.68,1327.2,28.0,5.8487,37.1453,3.2966,0.506833,0.692459,0.540042
8238,16.80555555555555,142.71,116.08,0.0,0.19,266.0,524.79,9586.29,9586.29,-0.0,1009.7559,21.3029,-0.0,23.811,2.5081,0.506578,0.69224,0.539793
8239,17.0,146.04,116.22,0.0,-0.19,-266.0,-3.74,-58.49,-58.49,-0.0,-6.1609,-0.13,-0.0,-0.1453,-0.0153,0.506383,0.69224,0.539633
8240,16.80555555555555,142.71,116.08,0.0,0.0,0.0,258.79,4727.29,4727.29,0.0,497.9412,10.5051,0.0,11.7419,1.2368,0.506385,0.69224,0.539634
8241,16.80555555555555,142.71,116.08,0.0,-0.81,-1134.0,-875.21,-13531.72,-6300.0,-7231.72,-663.6,-14.0,-17.9625,-33.6108,-1.6483,0.506289,0.69224,0.539556
8242,16.0,129.36,115.5,0.0,-0.39,-546.0,-301.14,-4432.78,-4432.78,0.0,-466.9195,-9.8506,0.0,-11.0104,-1.1598,0.506416,0.692913,0.539781
8243,15.61111111111111,123.15,115.23,0.0,0.0,0.0,238.38,4044.98,4044.98,-0.0,426.0712,8.9888,-0.0,10.0471,1.0583,0.506506,0.692913,0.539855
8244,15.61111111111111,123.15,115.23,0.0,-0.42,-588.0,-349.62,-5021.32,-5021.32,0.0,-528.9124,-11.1585,0.0,-12.4722,-1.3137,0.506424,0.692913,0.539787
8245,15.19444444444444,116.66,114.95,0.0,0.61,854.0,1085.61,17929.61,12600.0,5329.61,1327.2,28.0,13.238,44.5346,3.2966,0.506526,0.692913,0.539871
8246,15.80555555555556,126.23,115.36,0.0,0.19,266.0,507.59,8720.37,8720.37,0.0,918.5456,19.3786,0.0,21.6601,2.2815,0.506271,0.692417,0.539573
8247,16.0,129.36,115.5,0.0,0.61,854.0,1098.86,19110.61,12600.0,6510.61,1327.2,28.0,16.1714,47.468,3.2966,0.506094,0.692417,0.539428
8248,16.61111111111111,139.43,115.94,0.0,0.0,0.0,255.37,4610.85,4610.85,0.0,485.6762,10.2463,0.0,11.4527,1.2063,0.505839,0.691812,0.53911
8249,16.61111111111111,139.43,115.94,0.0,-0.42,-588.0,-332.63,-5083.32,-5083.32,-0.0,-535.443,-11.2963,-0.0,-12.6262,-1.33,0.505745,0.691812,0.539033
8250,16.19444444444444,132.52,115.64,0.0,0.0,0.0,248.16,4368.27,4368.27,0.0,460.1244,9.7073,0.0,10.8501,1.1429,0.505848,0.691812,0.539117
8251,16.19444444444444,132.52,115.64,0.0,-0.19,-266.0,-17.84,-265.8,-265.8,0.0,-27.9976,-0.5907,0.0,-0.6602,-0.0695,0.50576,0.691812,0.539045
8252,16.0,129.36,115.5,0.0,-0.39,-546.0,-301.14,-4432.78,-4432.78,0.0,-466.9195,-9.8506,0.0,-11.0104,-1.1598,0.505765,0.691812,0.539049
8253,15.61111111111111,123.15,115.23,0.0,-0.61,-854.0,-615.62,-8841.67,-6300.0,-2541.67,-663.6,-14.0,-6.3131,-21.9614,-1.6483,0.505855,0.691812,0.539123
8254,15.0,113.7,114.82,0.0,-1.39,-1946.0,-1717.48,-23701.22,-6300.0,-17401.22,-663.6,-14.0,-43.2221,-58.8704,-1.6483,0.505983,0.692048,0.53927
8255,13.61111111111111,93.62,113.94,0.0,-1.0,-1400.0,-1192.44,-14932.0,-6300.0,-8632.0,-663.6,-14.0,-21.4406,-37.0889,-1.6483,0.50611,0.693666,0.539664
8256,12.61111111111111,80.36,113.37,0.0,-0.42,-588.0,-394.27,-4574.41,-4574.41,-0.0,-481.8379,-10.1654,-0.0,-11.3622,-1.1968,0.506238,0.694469,0.539913
8257,12.19444444444444,75.14,113.14,0.0,-0.39,-546.0,-357.72,-4013.22,-4013.22,-0.0,-422.7258,-8.9183,-0.0,-9.9683,-1.05,0.506331,0.694469,0.539989
